FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName,Carbs,Calories,Fats,Fibre,Protein,Sugars
3133,3133,15,0,"Fish, tuna, white, canned with water, drained, unsalted","Poisson, thon, chair blanche, conserve, dans l'eau, égoutté, sans sel",1995-01-01,,15186.0,,0.0,128.0,2.97,0.0,23.62,0.0
3134,3134,15,0,"Fish, bass, fresh water, mixed species, baked or broiled","Poisson, bar d'eau douce (achigan), espèces diverses, au four ou grillées",1994-01-01,,15187.0,,0.0,146.0,4.73,0.0,24.18,0.0
3135,3135,15,0,"Fish, bass, striped, baked or broiled","Poisson, bar d'Amérique, au four ou grillé",1994-01-01,,15188.0,,0.0,124.0,2.99,0.0,22.73,0.0
3136,3136,15,0,"Fish, bluefish, baked or broiled","Poisson, tassergal, au four ou grillé",1994-01-01,,15189.0,,0.0,159.0,5.44,0.0,25.69,0.0
3137,3137,15,28,"Fish, burbot (loche), native, baked or broiled","Poisson, lotte (loche), autochtone, cuite au four ou grillée",1994-01-01,,,Lota lota (L),0.0,102.0,1.0,0.0,22.0,0.0
3138,3138,15,0,"Fish, butterfish, baked or broiled","Poisson, stromatée à fossettes, au four ou grillée",1994-01-01,,15191.0,,0.0,187.0,10.28,0.0,22.15,0.0
3139,3139,15,0,"Fish, cod (gray cod), pacific, baked or broiled","Poisson, morue, pacifique (morue grise), au four ou grillée",1994-01-01,,15192.0,,0.0,85.0,0.5,0.0,18.73,0.0
3140,3140,15,0,"Fish, cusk, baked or broiled","Poisson, brosme, au four ou grillé",1994-01-01,,15193.0,,0.0,112.0,0.88,0.0,24.35,0.0
3141,3141,15,0,"Fish, dolphinfish (mahimahi), baked or broiled","Poisson, coryphène commune, au four ou grillée",1994-01-01,,15194.0,,0.0,109.0,0.9,0.0,23.72,0.0
3142,3142,15,0,"Fish, drum, freshwater, baked or broiled","Poisson, malachigan, eau douce, au four ou grillé",1994-01-01,,15195.0,,0.0,153.0,6.32,0.0,22.49,0.0
3143,3143,15,0,"Fish, halibut, Greenland (turbot), baked or broiled","Poisson, flétan, Groenland (flétan noir), au four ou grillé",1994-01-01,,15196.0,,0.0,239.0,17.74,0.0,18.42,0.0
3144,3144,15,0,"Fish, herring, pacific, baked or broiled","Poisson, hareng, pacifique, au four ou grillé",1994-01-01,,15197.0,,0.0,250.0,17.79,0.0,21.01,0.0
3145,3145,15,0,"Fish, ling, baked or broiled","Poisson, lingue, au four ou grillé",1994-01-01,,15198.0,,0.0,111.0,0.82,0.0,24.35,0.0
3146,3146,15,0,"Fish, lingcod, baked or broiled","Poisson, morue-lingue, au four ou grillée",1994-01-01,,15199.0,,0.0,109.0,1.36,0.0,22.64,0.0
3147,3147,15,0,"Fish, mackerel, king, baked or broiled","Poisson, thazard, au four ou grillé",1994-01-01,,15200.0,,0.0,134.0,2.56,0.0,26.0,0.0
3148,3148,15,0,"Fish, mackerel, pacific and jack, mixed species, baked or broiled","Poisson, maquereau espagnol/chinchard, espèces diverses, au four ou grillé",1994-01-01,,15201.0,,0.0,201.0,10.12,0.0,25.73,0.0
3149,3149,15,0,"Fish, milkfish (awa), baked or broiled","Poisson, chanos, au four ou grillé",1994-01-01,,15202.0,,0.0,190.0,8.63,0.0,26.32,0.0
3150,3150,15,0,"Fish, monkfish (goosefish, anglerfish), baked or broiled","Poisson, baudroie, au four ou grillée",1994-01-01,,15203.0,,0.0,97.0,1.95,0.0,18.56,0.0
3151,3151,15,0,"Fish, pickerel, walleye-pickerel (yellow pike), baked or broiled","Poisson, doré (doré jaune/blanc), au four ou grillé",1994-01-01,,15204.0,,0.0,119.0,1.56,0.0,24.54,0.0
3152,3152,15,0,"Fish, pollock, atlantic (boston blue), baked or broiled","Poisson, goberge, atlantique (merlan, lieu noir), au four ou grillée",1994-01-01,,15205.0,,0.0,118.0,1.26,0.0,24.92,0.0
3153,3153,15,0,"Fish, pout, ocean, baked or broiled","Poisson, loquette d'amérique, au four ou grillée",1994-01-01,,15206.0,,0.0,102.0,1.17,0.0,21.33,0.0
3154,3154,15,0,"Fish, roe, mixed species, baked or broiled","Poisson, rogue (oeufs de poisson), espèces diverses, au four ou grillées",1994-01-01,,15207.0,,1.92,204.0,8.23,0.0,28.62,0.0
3155,3155,15,0,"Fish, sablefish (black cod), baked or broiled","Poisson, morue charbonnière, au four ou grillée",1994-01-01,,15208.0,,0.0,250.0,19.62,0.0,17.19,0.0
3156,3156,15,0,"Fish, salmon, atlantic, wild, baked or broiled","Poisson, saumon, atlantique, sauvage, au four ou grillé",1994-01-01,,15209.0,,0.0,182.0,8.13,0.0,25.44,0.0
3157,3157,15,0,"Fish, salmon, chinook (spring), baked or broiled","Poisson, saumon, quinnat (printemps, royal), au four ou grillé",1994-01-01,,15210.0,,0.0,231.0,13.38,0.0,25.72,0.0
3158,3158,15,0,"Fish, salmon, chum (keta), baked or broiled","Poisson, saumon, kéta, au four ou grillé",1994-01-01,,15211.0,,0.0,154.0,4.83,0.0,25.82,0.0
3159,3159,15,0,"Fish, salmon, pink (humpback), baked or broiled","Poisson, saumon, rose, au four ou grillé",1994-01-01,,15212.0,,0.0,153.0,5.28,0.0,24.58,0.0
3160,3160,15,0,"Fish, scup (porgy), baked or broiled","Poisson, spare doré, au four ou grillé",1994-01-01,,15213.0,,0.0,135.0,3.5,0.0,24.21,0.0
3161,3161,15,0,"Fish, seatrout (weakfish), mixed species, baked or broiled","Poisson, truite saumonée, espèces diverses, au four ou grillée",1994-01-01,,15214.0,,0.0,133.0,4.63,0.0,21.46,0.0
3162,3162,15,0,"Fish, shad, American, baked or broiled","Poisson, alose, au four ou grillée",1994-01-01,,15215.0,,0.0,252.0,17.65,0.0,21.71,0.0
3163,3163,15,0,"Fish, spot, baked or broiled","Poisson, tambour croca, au four ou grillé",1994-01-01,,15216.0,,0.0,158.0,6.28,0.0,23.73,0.0
3164,3164,15,0,"Fish, mullet (sucker), white, baked or broiled","Poisson, meunier noir (carpe noir), au four ou grillé",1994-01-01,,15217.0,,0.0,119.0,2.97,0.0,21.49,0.0
3165,3165,15,0,"Fish, sunfish, pumpkin seed, baked or broiled","Poisson, crapet-soleill, cuit au four ou grillé",1994-01-01,,15218.0,,0.0,114.0,0.9,0.0,24.87,0.0
3166,3166,15,0,"Fish, tuna, skipjack (aku), baked or broiled","Poisson, bonite à ventre rayé, au four ou grillé",1994-01-01,,15220.0,,0.0,132.0,1.29,0.0,28.21,0.0
3167,3167,15,0,"Fish, tuna, yellowfin, baked or broiled","Poisson, thon à nageoires jaunes, cuit au four ou grillé",1994-01-01,,15221.0,,0.0,130.0,0.59,0.0,29.15,0.0
3168,3168,15,0,"Fish, turbot, european, baked or broiled","Poisson, turbot, européen, au four ou grillé",1994-01-01,,15222.0,,0.0,122.0,3.78,0.0,20.58,0.0
3169,3169,15,28,"Fish, whitefish, lake, native, baked","Poisson, corégone de lac, autochtone, au four",1994-01-01,,15223.0,Coregonus clupeaformis,0.0,133.0,4.3,0.0,22.5,0.0
3170,3170,15,0,"Fish, catfish (wolffish), atlantic, baked or broiled","Poisson, loup atlantique (loup de mer), au four ou grillé",1994-01-01,,15224.0,,0.0,123.0,3.06,0.0,22.44,0.0
3171,3171,15,0,"Fish, yellowtail, mixed species, baked or broiled","Poisson, seriole, espèces diverses, au four ou grillées",1994-01-01,,15225.0,,0.0,187.0,6.72,0.0,29.67,0.0
3172,3172,15,0,"Crustaceans, crab, dungeness, boiled or steamed","Crustacés, crabe dormeur du pacifique, à vapeur ou bouilli",1994-01-01,,15226.0,,0.95,110.0,1.24,0.0,22.32,0.0
3173,3173,15,0,"Crustaceans, crab, atlantic snow crab (spider, queen), boiled or steamed","Crustacés, crabe des nieges (crabe-araignée), à vapeur ou bouilli",1994-01-01,,15227.0,,0.0,115.0,1.51,0.0,23.72,0.0
3174,3174,15,0,"Crusteceans, spiny lobster (crawfish, rock lobster), boiled or steamed","Crustacés, langouste, espèces diverses, à vapeur ou bouilli",1994-01-01,,15228.0,,3.12,143.0,1.94,0.0,26.41,0.0
3175,3175,15,0,"Mollusks, cuttlefish, mixed spsecies, boiled or steamed","Mollusques, seiche (sèche, sepiole), espèces diverses, à vapeur ou bouillies",1994-01-01,,15229.0,,1.64,158.0,1.4,0.0,32.48,0.0
3176,3176,15,0,"Mollusks, octopus, common, boiled or steamed","Mollusques, poulpe ordinaire, à vapeur ou bouilli",1994-01-01,,15230.0,,4.4,164.0,2.08,0.0,29.82,0.0
3177,3177,15,0,"Mollusks, oyster, pacific, boiled or steamed","Mollusques, huître, pacifique (Japon), à vapeur ou bouillie",1994-01-01,,15231.0,,9.9,163.0,4.6,0.0,18.9,0.0
3178,3178,15,0,"Fish, orange roughy, baked or broiled","Poisson, hoplostete orange (""orange roughy""), au four ou grillé",1994-01-01,,15232.0,,0.0,105.0,0.9,0.0,22.64,0.0
3179,3179,15,0,"Fish, catfish, channel (bullhead), wild, baked or broiled","Poisson, barbue de rivière, sauvage, au four ou grillée",1994-01-01,,15233.0,,0.0,105.0,2.85,0.0,18.47,0.0
3180,3180,15,0,"Fish, catfish, channel (bullhead), farmed, raw","Poisson, barbue de rivière, élevage, crue",1994-01-01,,15234.0,Ictalurus punctatus (Rafinesque),0.0,119.0,5.94,0.0,15.23,0.0
3181,3181,15,0,"Fish, catfish, channel (bullhead), farmed, baked or broiled","Poisson, barbue de rivière, élevage, au four ou grillée",1994-01-01,,15235.0,,0.0,144.0,7.19,0.0,18.44,0.0
3182,3182,15,3,"Fish, salmon, atlantic, farmed, raw","Poisson, saumon, atlantique, élevage, cru",1994-01-01,,15236.0,Salmo salar L.,0.0,208.0,13.42,0.0,20.42,0.0
3183,3183,15,0,"Fish, salmon, atlantic, farmed, baked or broiled","Poisson, saumon, atlantique, élevage, au four ou grillé",1994-01-01,,15237.0,,0.0,206.0,12.35,0.0,22.1,0.0
3184,3184,15,0,"Fish, salmon, coho, farmed, raw","Poisson, saumon, coho, élevage, cru",1994-01-01,,15238.0,Oncorhynchus kisutch (Walbaum),0.0,160.0,7.67,0.0,21.27,0.0
3185,3185,15,0,"Fish, salmon, coho, farmed, baked or broiled","Poisson, saumon, coho, élevage, au four ou grillé",1994-01-01,,15239.0,,0.0,178.0,8.23,0.0,24.3,0.0
3186,3186,15,0,"Fish, trout, rainbow, farmed, raw","Poisson, truite, arc-en-ciel, élevage, crue",1994-01-01,,15240.0,Salmo gairdneri Richardson,0.0,141.0,6.18,0.0,19.94,0.0
3187,3187,15,0,"Fish, trout, rainbow, farmed, baked or broiled","Poisson, truite, arc-en-ciel, élevage, au four ou grillée",1994-01-01,,15241.0,,0.0,168.0,7.38,0.0,23.8,0.0
3188,3188,15,0,"Crustaceans, crayfish, mixed species, farmed, raw","Crustacés, écrevisse, espèces diverses, élevage, crues",1994-01-01,,15242.0,"Astacus, Orconectes, and Procambarus spp",0.0,72.0,0.97,0.0,14.85,0.0
3189,3189,15,0,"Crusteceans, crayfish, mixed species, farmed, boiled or steamed","Crustacés, écrevisse, espèces diverses, élevage, à vapeur ou bouillies",1994-01-01,,15243.0,,0.0,87.0,1.3,0.0,17.52,0.0
3190,3190,15,0,"Mollusks, oyster, eastern (blue point), wild, baked or broiled","Mollusques, huître américaine (huître de l'est), sauvage, cuite au four ou grillée",1994-01-01,,15244.0,,4.23,79.0,2.65,0.0,8.87,0.96
3191,3191,15,0,"Mollusks, oyster, eastern (blue point), farmed, raw","Mollusques, huître, américaine (de l'est), élevage, crue",1994-01-01,,15245.0,Crassostrea virginica (Gmelin),5.53,59.0,1.55,0.0,5.22,
3192,3192,15,0,"Mollusks, oyster, eastern (blue point), farmed, baked or broiled","Mollusques, huître, américaine (de l'est), élevage, au four ou grillée",1994-01-01,,15246.0,,7.28,79.0,2.12,0.0,7.0,0.0
3193,3193,15,0,"Fish, salmon, coho, wild, baked or broiled","Poisson, saumon, coho, sauvage, au four ou grillé",1994-01-01,,15247.0,,0.0,139.0,4.3,0.0,23.45,0.0
3194,3194,15,3,"Fish, cod (scrod), atlantic, raw","Poisson, morue, atlantique, crue",1989-01-01,,15015.0,Gadus morhua (L.),0.0,82.0,0.67,0.0,17.81,0.0
3195,3195,15,3,"Fish, cod (scrod), atlantic, baked or broiled","Poisson, morue, atlantique, au four ou grillé",1989-01-01,,15016.0,,0.0,105.0,0.86,0.0,22.83,0.0
3196,3196,15,3,"Fish, cod (gray cod), pacific, raw","Poisson, morue (morue grise), pacifique, crue",1989-01-01,,15019.0,Gadus macrocephalus Tilesius,0.0,69.0,0.41,0.0,15.27,0.0
3197,3197,15,0,"Fish, cusk, raw","Poisson, brosme, cru",1989-01-01,,15022.0,Brosme brosme (Muller),0.0,87.0,0.69,0.0,18.99,0.0
3198,3198,15,3,"Fish, haddock, raw","Poisson, aiglefin, cru",1989-01-01,,15033.0,Melanogrammus aeglefinus (L.),0.0,74.0,0.45,0.0,16.32,0.0
3199,3199,15,3,"Fish, haddock, baked or broiled","Poisson, aiglefin, au four ou grillé",1989-01-01,,15034.0,,0.0,90.0,0.55,0.0,19.99,0.0
3200,3200,15,3,"Fish, halibut, Atlantic or Pacific, raw","Poisson, flétan, Atlantique ou Pacifique, cru",1989-01-01,,15036.0,Hippoglossus hippoglossus (L.) and H. stenolepis Schmidt,0.0,91.0,1.33,0.0,18.56,0.0
3201,3201,15,3,"Fish, monkfish (goosefish, anglerfish), raw","Poisson, baudroie d'amérique, crue",1989-01-01,,15054.0,Lophius piscatorius L.,0.0,76.0,1.52,0.0,14.48,0.0
3202,3202,15,3,"Fish, pickerel, walleye-pickerel (yellow pike), raw","Poisson, doré (doré jaune ou blanc), cru",1989-01-01,,15064.0,Stizostedion vitreum vitreum (Mitchill),0.0,93.0,1.22,0.0,19.14,0.0
3203,3203,15,3,"Fish, sardine, Atlantic, canned in oil, drained solids with bone","Poisson, sardine, Atlantique, conserve, dans l' huile, égoutté avec arêtes",1989-01-01,,15088.0,Clupea harengus harengus L.,0.0,208.0,11.45,0.0,24.62,0.0
3204,3204,15,3,"Fish, trout, mixed species, raw","Poisson, truite, espèces diverses, crues",1994-01-01,,15114.0,Salmonidae,0.0,148.0,6.61,0.0,20.77,0.0
3205,3205,15,3,"Fish, trout, rainbow, wild, raw","Poisson, truite, arc-en-ciel, sauvage, crue",1994-01-01,,15115.0,Salmo gairdneri Richardson,0.0,119.0,3.46,0.0,20.48,0.0
3206,3206,15,3,"Fish, trout, rainbow, wild, baked or broiled","Poisson, truite, arc-en-ciel, au four ou grillée",1994-01-01,,15116.0,,0.0,150.0,5.82,0.0,22.92,0.0
3207,3207,15,3,"Fish, tuna, light, canned in oil, drained, salted","Poisson, thon, chair pale, conserve, dans l'huile, égoutté, salé",1989-01-01,,15119.0,,0.0,198.0,8.21,0.0,29.13,0.0
3208,3208,15,28,"Fish, whitefish, lake, native, raw","Poisson, corégone de lac, autochtone, crues",1989-01-01,,15130.0,Coregonus clupeaformis,0.0,114.0,3.8,0.0,19.0,0.0
3209,3209,15,3,"Crustaceans, lobster, american (northern), raw","Crustacés, homard, amérique, cru",1989-01-01,,15147.0,Homarus americanus Milne-Edwards,0.0,77.0,0.75,0.0,16.52,0.0
3210,3210,15,3,"Crustaceans, lobster, american (northern), boiled or steamed","Crustacés, homard, d'amérique, à vapeur ou bouilli",1989-01-01,,15148.0,,0.0,89.0,0.86,0.0,19.0,0.0
3211,3211,15,3,"Crustaceans, shrimp, mixed species, raw","Crustacés, crevette, espèces diverses, crues",1989-01-01,,15149.0,Penaeidae and Pandalidae,0.91,71.0,1.01,0.0,13.61,0.0
3212,3212,15,3,"Crustaceans, shrimp, mixed species, boiled or steamed","Crustacés, crevette, espèces diverses, à vapeur ou bouillies",1989-01-01,,15151.0,,1.52,119.0,1.7,0.0,22.78,0.0
3213,3213,15,3,"Mollusks, scallop, mixed species, raw","Mollusques, pétoncle (coquille St Jacques), espèces diverses, cru",1989-01-01,,15172.0,Pectinidae,3.18,69.0,0.49,0.0,12.06,0.0
3214,3214,15,3,"Fish, tuna, light, canned in oil, drained, unsalted","Poisson, thon, chair pale, conserve, dans l'huile, égoutté, sans sel",1989-01-01,,15183.0,,0.0,198.0,8.21,0.0,29.13,0.0
3215,3215,15,3,"Fish, trout, mixed species, baked or broiled","Poisson, truite, espèces diverses, au four ou grillées",1994-01-01,,15219.0,,0.0,190.0,8.47,0.0,26.63,0.0
3216,3216,15,3,"Fish, flatfish (flounder or sole or plaice), raw","Poisson plat (plie ou flet ou sole), cru",1989-01-01,,15028.0,Bothidae and Pleuronectidae,0.0,70.0,1.93,0.0,12.41,0.0
3217,3217,15,3,"Fish, salmon, chum (keta), raw","Poisson, saumon, kéta, cru",1989-01-01,,15079.0,Oncorhynchus keta (Walbaum),0.0,120.0,3.7,0.0,23.1,0.0
3218,3218,15,3,"Fish, salmon, chum (keta), canned, drained, solids with bone, salted","Poisson, saumon, kéta, conserve, égoutté, avec arêtes, salé",1989-01-01,,15080.0,,0.0,141.0,5.5,0.0,21.43,0.0
3219,3219,15,3,"Fish, salmon, coho, wild, raw","Poisson, saumon, coho, sauvage, cru",1994-01-01,,15081.0,Oncorhynchus kisutch (Walbaum),0.0,146.0,4.6,0.0,20.0,0.0
3220,3220,15,3,"Fish, salmon, coho, wild, poached","Poisson, saumon, coho, sauvage, poché",1989-01-01,,15082.0,,0.0,184.0,3.5,0.0,23.5,0.0
3221,3221,15,3,"Fish, salmon, pink (humpback), raw","Poisson, saumon, rose, cru",1989-01-01,,15083.0,Oncorhynchus gorbuscha (Walbaum),0.0,127.0,6.7,0.0,20.5,0.0
3222,3222,15,0,"Fish, salmon, pink (humpback), canned, solids with bone and liquid, salted","Poisson, saumon, rose, conserve, avec chair et arêts et liquide, salé",1989-01-01,,15084.0,,0.0,129.0,4.97,0.0,19.68,0.0
3223,3223,15,0,"Fish, salmon, sockeye (red), canned, drained solids, salted","Poisson, saumon, rouge (sockeye), conserve, égoutté, salé",1989-01-01,,15087.0,,0.0,167.0,7.39,0.0,23.59,0.0
3224,3224,15,3,"Crustaceans, shrimp, mixed species, canned","Crustacés, crevette, espèces diverses, conserve",1989-01-01,,15152.0,,0.0,99.0,1.36,0.0,20.42,0.0
3225,3225,15,3,"Fish, salmon, pink (humpback), canned, solids with bone and liquid, unsalted","Poisson, saumon, rose, conserve, chair avec arêtes et liquide, sans sel",1989-01-01,,15181.0,,0.0,139.0,6.05,0.0,19.78,0.0
3226,3226,15,3,"Fish, salmon, sockeye (red), canned, drained solids with bone, unsalted","Poisson, saumon, rouge (sockeye), conserve, égoutté avec arêtes, sans sel",1989-01-01,,15182.0,,0.0,153.0,7.31,0.0,20.47,0.0
3227,3227,15,3,"Fish, salmon, chum (keta), poached","Poisson, saumon, kéta, poché",1989-01-01,,15279.0,,0.0,113.0,2.6,0.0,22.3,0.0
3228,3228,15,3,"Fish, salmon, pink (humpback), poached","Poisson, saumon, rose, poché",1989-01-01,,15283.0,,0.0,144.0,5.3,0.0,24.1,0.0
3230,3230,15,28,"Fish, arctic char, native, meat, raw","Poisson, omble chevalier, autochtone, viande, cru",1990-01-01,,,Salvelinus alpinus (naresi),0.0,103.0,2.65,0.0,19.5,0.0
3231,3231,15,23,"Fish, cod (scrod), atlantic, tongues and cheeks, raw","Poisson, morue, atlantique, langues et joues, crues",1990-01-01,,,,0.0,72.0,1.1,0.0,14.6,0.0
3232,3232,15,23,"Fish, cod (scrod), atlantic, smoked","Poisson, morue, atlantique, fumée",1990-01-01,,,,0.0,85.0,0.9,0.0,18.0,0.0
3233,3233,15,23,"Fish, goldeye, raw","Poisson, laquaiche aux yeux d'or, crues",1990-01-01,,,,0.0,131.0,6.8,0.0,16.3,0.0
3234,3234,15,23,"Fish, inconnu (connie, coney), raw","Poisson, inconnu, cru",1990-01-01,,,,0.0,241.0,18.8,0.0,16.8,0.0
3235,3235,15,23,"Fish, sauger (yellow walleye), raw","Poisson, doré noir, cru",1990-01-01,,,,0.0,83.0,1.1,0.0,17.1,0.0
3237,3237,15,23,"Crustaceans, crab, jonah, steamed","Crustacés, crabe, tourteau, à vapeur",1990-01-01,,,,3.11,99.0,1.9,0.0,16.2,0.0
3238,3238,15,23,"Crustaceans, crab, red, steamed","Crustacés, crabe, rouge, à vapeur",1990-01-01,,,,1.43,79.0,0.94,0.0,15.05,0.0
3239,3239,15,23,"Crustaceans, crab, atlantic snow crab (spider, queen), canned, drained","Crustacés, crabe des neiges (crabe-araignée), conserve, égoutté",1990-01-01,,,,0.42,71.0,0.81,0.0,14.6,0.0
3240,3240,15,20,Clam fritter,"Mye, beignet",1981-01-01,,,,30.9,311.0,14.9,1.2,11.9,0.0
3241,3241,15,20,"Fish, eulachon, raw","Poisson, eulakane, cru",1981-01-01,,,,0.0,118.0,6.2,0.0,14.6,0.0
3242,3242,15,20,"Crustaceans, shrimp or lobster paste, canned","Crustacés, crevette ou homard, pâté, conserve",1981-01-01,,,,1.5,180.0,9.4,,20.8,0.0
3243,3243,16,0,"Beans, adzuki, raw","Haricots, adzuki, crus",1988-01-01,,16001.0,Vigna angularis,62.9,329.0,0.53,12.7,19.87,
3244,3244,16,0,"Beans, adzuki, boiled","Haricots, adzuki, bouillis",1988-01-01,,16002.0,,24.77,128.0,0.1,7.3,7.52,
3245,3245,16,0,"Beans, adzuki, canned, sweetened","Haricots, adzuki, conserve, sucrés",1988-01-01,,16003.0,,55.01,237.0,0.03,,3.8,
3246,3246,16,0,"Beans, adzuki, yokan (bean jelly)","Haricots, adzuki, yokan (gelée de fèves)",1988-01-01,,16004.0,,60.72,260.0,0.12,,3.29,
3247,3247,16,0,"Beans, baked, homemade","Haricots au four (''fèves au lard''), faits maison",1988-01-01,,16005.0,,21.63,155.0,5.15,5.5,5.54,5.51
3248,3248,16,0,"Beans, baked, canned, plain or vegetarian","Haricots au four (''fèves au lard''), conserve, nature ou végétarien",1988-01-01,,16006.0,,21.14,94.0,0.37,4.1,4.75,7.96
3249,3249,16,0,"Beans, baked, canned, with beef","Haricots au four (''fèves au lard''), conserve, avec boeuf",1988-01-01,,16007.0,,16.91,121.0,3.45,,6.38,
3250,3250,16,0,"Beans, baked, canned, with wieners","Haricots au four (''fèves au lard''), conserve, avec saucisses",1988-01-01,,16008.0,,15.39,143.0,6.57,6.9,6.75,6.53
3251,3251,16,0,"Beans, baked, canned, with pork and sweet sauce","Haricots au four (''fèves au lard''), conserve, avec lard et sauce sucrée",1988-01-01,,16010.0,,21.57,105.0,0.89,4.4,4.52,8.23
3252,3252,16,0,"Beans, black turtle, mature seeds, raw","Haricots, ""black turtle"", grains mûrs, crus",1988-01-01,,16016.0,Phaseolus vulgaris,63.25,339.0,0.9,15.5,21.25,2.12
3253,3253,16,0,"Beans, black turtle, mature seeds, boiled","Haricots, ""black turtle"", grains mûrs, bouillis",1988-01-01,,16017.0,,24.35,130.0,0.35,8.3,8.18,0.32
3254,3254,16,0,"Beans, black turtle, mature seeds, canned, solids and liquid","Haricots, ""black turtle"", grains mûrs, conserve, solides et liquide",1988-01-01,,16018.0,,16.55,91.0,0.29,6.9,6.03,0.23
3255,3255,16,0,"Beans, cranberry (roman), raw","Haricots, canneberge (romain), crus",1988-01-01,,16019.0,Phaseolus vulgaris,60.05,335.0,1.23,24.7,23.03,
3256,3256,16,0,"Beans, cranberry (roman), boiled","Haricots, canneberge (romain), bouillis",1988-01-01,,16020.0,,24.46,136.0,0.46,10.0,9.34,
3257,3257,16,0,"Beans, french, mature seeds, raw","Haricots verts, grains mûrs, crus",1988-01-01,,16022.0,Phaseolus vulgaris,64.11,343.0,2.02,25.2,18.81,
3258,3258,16,0,"Beans, french, mature seeds, boiled","Haricots verts, grains mûrs, bouillis",1988-01-01,,16023.0,,24.02,129.0,0.76,9.4,7.05,
3259,3259,16,0,"Beans, great northern, raw","Haricots, ""great northern"", crus",1988-01-01,,16024.0,Phaseolus vulgaris,62.37,339.0,1.14,20.2,21.86,2.26
3260,3260,16,0,"Beans, great northern, boiled","Haricots, ""great northern"", bouillis",1988-01-01,,16025.0,,21.09,118.0,0.45,7.0,8.33,
3261,3261,16,0,"Beans, great northern, canned, solids and liquid, no salt added","Haricots, ""great northern"", conserve, solides et liquide, sans sel ajouté",1988-01-01,,16026.0,,21.02,115.0,0.39,4.9,7.37,1.41
3264,3264,16,0,"Beans, kidney, light red, boiled","Haricots, rouge pâle, bouillis",1988-01-01,,16031.0,,22.41,124.0,0.09,9.3,9.13,
3265,3265,16,0,"Beans, kidney, dark red, canned, solids and liquid","Haricots, rouge foncé, conserve, solides et liquide",1988-01-01,,16034.0,,14.83,81.0,0.36,4.3,5.22,1.85
3266,3266,16,0,"Beans, navy, canned, solids and liquid","Haricots, petits blancs, conserve, solides et liquide",1988-01-01,,16039.0,,20.45,113.0,0.43,5.1,7.53,0.28
3267,3267,16,0,"Beans, pink, raw","Haricots, roses, crus",1988-01-01,,16040.0,Phaseolus vulgaris,64.19,343.0,1.13,12.7,20.96,2.14
3268,3268,16,0,"Beans, pink, boiled","Haricots, roses, bouillis",1988-01-01,,16041.0,,27.91,149.0,0.49,5.3,9.06,0.36
3269,3269,16,0,"Beans, pinto, raw","Haricots, pinto, crus",1988-01-01,,16042.0,Phaseolus vulgaris,62.55,347.0,1.23,15.5,21.42,2.11
3270,3270,16,0,"Beans, pinto, boiled","Haricots, pinto, bouillis",1988-01-01,,16043.0,,26.22,143.0,0.65,9.0,9.01,0.34
3271,3271,16,0,"Beans, pinto, canned, solids and liquid","Haricots, pinto, conserve, solides et liquide",1988-01-01,,16044.0,,15.18,82.0,0.56,4.6,4.6,1.02
3272,3272,16,0,"Beans, small white, raw","Haricots, blancs, petits, crus",1988-01-01,,16045.0,Phaseolus vulgaris,62.25,336.0,1.18,24.9,21.11,
3273,3273,16,0,"Beans, small white, boiled","Haricots, blancs, petits, bouillis",1988-01-01,,16046.0,,25.81,142.0,0.64,10.4,8.97,
3274,3274,16,0,"Beans, yellow, raw","Haricots, jaunes (fève), crus",1988-01-01,,16047.0,Phaseolus vulgaris,60.7,345.0,2.6,25.1,22.0,
3275,3275,16,0,"Beans, yellow, boiled","Haricots, jaunes (fève), bouillis",1988-01-01,,16048.0,,25.27,144.0,1.08,10.4,9.16,
3276,3276,16,0,"Beans, white, canned, solids and liquid, no salt added","Haricots, blancs, conserve, solides et liquide, sans sel ajouté",1988-01-01,,16051.0,,21.2,114.0,0.29,4.8,7.26,
3277,3277,16,0,"Broadbeans (fava beans), canned, solids and liquid","Gourganes (fèves des marais, fava), conserve, solides et liquide",1988-01-01,,16054.0,,12.41,71.0,0.22,3.7,5.47,
3278,3278,16,0,"Carob (St. John's bread), flour","Caroube, farine",1994-01-01,,16055.0,Ceratonia siliqua,88.88,222.0,0.65,39.8,4.62,49.08
3279,3279,16,0,"Chickpeas (garbanzo beans, bengal gram), canned, solids and liquid","Pois chiches (garbanzo), conserve, solides et liquide",1988-01-01,,16058.0,,13.49,88.0,1.95,4.4,4.92,
3280,3280,16,0,"Black-eyed peas (cowpeas), catjang, raw","Haricots à oeil noir (dolique), kunde, crus",1988-01-01,,16060.0,Vigna unguiculata,59.64,343.0,2.07,10.7,23.85,
3281,3281,16,0,"Black-eyed peas (cowpeas), catjang, boiled","Haricots à oeil noir (dolique), kunde, bouillis",1988-01-01,,16061.0,,20.32,117.0,0.71,3.6,8.13,
3282,3282,16,0,"Black-eyed peas (cowpeas, crowder, southern), common, mature seeds, raw","Haricots à oeil noir (dolique), communs, grains mûrs, crus",1988-01-01,,16062.0,Vigna unguiculata,60.03,336.0,1.26,10.6,23.52,6.9
